"as_of_date","location","listings"
2021-06-09,"calabasas","finish package iapartment 001-10o2 bedrooms • 2 baths • 950 sqft$2,492 w / 15 mo leaseavailable jun 19 — jun 23"
2021-06-09,"calabasas","classic schemeapartment 002-36i2 bedrooms • 2 baths • 950 sqft$2,568 w / 15 mo leaseavailable jul 05 — jul 07"
2021-06-09,"calabasas","finish package iapartment 001-23i2 bedrooms • 2 baths • 925 sqft$2,609 w / 15 mo leaseavailable jul 01 — jul 03"
2021-06-09,"calabasas","finish package iapartment 001-06a2 bedrooms • 2 baths • 950 sqft$2,693 w / 15 mo leaseavailable jun 10 — jun 14"
2021-06-09,"calabasas","finish package iiapartment 001-01h2 bedrooms • 2 baths • 925 sqft$2,796 w / 15 mo leaseavailable jun 30 — jul 02"
2021-06-09,"calabasas","classic schemeapartment 002-40g2 bedrooms • 2 baths • 950 sqft$2,801 w / 15 mo leaseavailable jul 15 — jul 17"
2021-06-09,"calabasas","finish package iiapartment 001-13a2 bedrooms • 2 baths • 950 sqft$2,803 w / 15 mo leaseavailable jul 18 — jul 20"
2021-06-09,"calabasas","finish package iiapartment 001-04b2 bedrooms • 2 baths • 925 sqft$2,833 w / 15 mo leaseavailable jul 15 — jul 17"
2021-06-09,"calabasas","finish package iiapartment 001-19h2 bedrooms • 2 baths • 950 sqft$2,838 w / 15 mo leaseavailable jul 12 — jul 14"
2021-06-09,"calabasas","finish package iiapartment 001-23b2 bedrooms • 2 baths • 925 sqft$2,881 w / 15 mo leaseavailable jul 19 — jul 21"
2021-06-09,"calabasas","finish package iiapartment 002-28b2 bedrooms • 2 baths • 950 sqft$2,894 w / 15 mo leaseavailable jul 16 — jul 18"
2021-06-09,"calabasas","finish package iiapartment 001-03i2 bedrooms • 2 baths • 950 sqft$2,907 w / 15 mo leaseavailable jul 19 — jul 21"
2021-06-09,"calabasas","finish package iiapartment 001-09h2 bedrooms • 2 baths • 950 sqft$2,917 w / 15 mo leaseavailable jun 10 — jun 14"
2021-06-09,"calabasas","finish package iiapartment 001-19b2 bedrooms • 2 baths • 950 sqft$2,924 w / 15 mo leaseavailable aug 10 — aug 12"
2021-06-09,"calabasas","finish package iiapartment 001-16h2 bedrooms • 2 baths • 925 sqft$2,927 w / 15 mo leaseavailable jul 16 — jul 18"
2021-06-09,"calabasas","finish package iiapartment 001-14a2 bedrooms • 2 baths • 925 sqft$2,986 $2,943 w / 15 mo leaseavailable jul 15 — jul 17"
2021-06-09,"calabasas","finish package iiapartment 002-36g2 bedrooms • 2 baths • 950 sqft$2,986 $2,943 w / 15 mo leaseavailable jul 12 — jul 14"
2021-06-09,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$2,959 w / 15 mo leaseavailable jun 10 — jun 14"
2021-06-09,"calabasas","finish package iiapartment 001-16i2 bedrooms • 2 baths • 925 sqft$3,041 w / 15 mo leaseavailable sep 22 — sep 24"
2021-06-09,"calabasas","finish package iiapartment 001-17a2 bedrooms • 2 baths • 950 sqft$3,103 w / 15 mo leaseavailable jun 15 — jun 19"
2021-06-09,"calabasas","finish package iiapartment 001-11h2 bedrooms • 2 baths • 1109 sqft$3,178 w / 15 mo leaseavailable jul 05 — jul 07"
2021-06-09,"calabasas","finish package iiapartment 002-34o2 bedrooms • 2 baths • 950 sqft$3,191 w / 15 mo leaseavailable jul 27 — jul 29"
2021-06-09,"calabasas","finish package iapartment 002-27j2 bedrooms • 2 baths • 1109 sqft$3,384 w / 15 mo leaseavailable jul 17 — jul 19"
2021-06-09,"east norwalk","apartment 001-3052 bedrooms • 2 baths • 1079 sqft$2,985 w / 15 mo leaseavailable aug 11 — aug 12"
2021-06-09,"east norwalk","apartment 001-1072 bedrooms • 2 baths • 1084 sqft$3,000 w / 15 mo leaseavailable aug 18 — aug 19"
