"as_of_date","location","listings"
2022-02-14,"calabasas","classic package iiapartment 001-13o2 bedrooms • 2 baths • 950 sqft$3,006 w / 15 mo leaseavailable mar 04 — mar 06"
2022-02-14,"calabasas","classic package iiapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,029 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"calabasas","renovated package iiapartment 001-23o2 bedrooms • 2 baths • 925 sqft$3,059 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"calabasas","classic package iiapartment 001-15o2 bedrooms • 2 baths • 925 sqft$3,080 w / 15 mo leaseavailable mar 02 — mar 04"
2022-02-14,"calabasas","renovated package iiapartment 001-22g2 bedrooms • 2 baths • 950 sqft$3,130 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"calabasas","renovated package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,130 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"calabasas","renovated package iiapartment 002-31i2 bedrooms • 2 baths • 925 sqft$3,183 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"calabasas","renovated package iiapartment 001-08i2 bedrooms • 2 baths • 950 sqft$3,186 w / 15 mo leaseavailable feb 15 — feb 19"
2022-02-14,"east norwalk","apartment 001-2052 bedrooms • 2 baths • 1079 sqft$2,855 w / 15 mo leaseavailable apr 07 — apr 08"
2022-02-14,"east norwalk","apartment 001-3012 bedrooms • 2 baths • 1306 sqft$2,870 w / 9 mo leaseavailable apr 27 — apr 28"
2022-02-14,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,895 w / 15 mo leaseavailable mar 31 — apr 01"
