"as_of_date","location","listings"
2021-10-01,"calabasas","finish package iapartment 002-34g2 bedrooms • 2 baths • 950 sqft$2,861 w / 15 mo leaseavailable nov 17 — nov 19"
2021-10-01,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$2,936 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iapartment 001-19o2 bedrooms • 2 baths • 950 sqft$3,012 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$3,014 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$3,194 w / 15 mo leaseavailable oct 08 — oct 12"
2021-10-01,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,237 w / 15 mo leaseavailable nov 10 — nov 12"
2021-10-01,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,282 w / 14 mo leaseavailable dec 09 — dec 11"
2021-10-01,"calabasas","classic schemeapartment 002-37b2 bedrooms • 2 baths • 950 sqft$3,296 w / 15 mo leaseavailable oct 15 — oct 17"
2021-10-01,"calabasas","finish package iapartment 001-18j2 bedrooms • 2 baths • 1109 sqft$3,322 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,372 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,390 w / 14 mo leaseavailable dec 06 — dec 08"
2021-10-01,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,652 $3,593 w / 15 mo leaseavailable nov 15 — nov 17"
2021-10-01,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,673 w / 15 mo leaseavailable oct 02 — oct 06"
2021-10-01,"calabasas","finish package iiapartment 002-26j2 bedrooms • 2 baths • 1109 sqft$3,781 w / 15 mo leaseavailable nov 10 — nov 12"
2021-10-01,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,675 $2,575 w / 21 mo leaseavailable oct 09 — oct 10"
2021-10-01,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,720 $2,620 w / 22 mo leaseavailable oct 02 — oct 04"
2021-10-01,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,750 w / 22 mo leaseavailable oct 02 — oct 04"
2021-10-01,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,865 $2,760 w / 18 mo leaseavailable dec 31 — jan 02"
2021-10-01,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,900 w / 20 mo leaseavailable nov 04 — nov 05"
2021-10-01,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,910 w / 20 mo leaseavailable nov 10 — nov 11"
2021-10-01,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,965 w / 21 mo leaseavailable oct 14 — oct 16"
