"as_of_date","location","listings"
2021-07-07,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$2,761 w / 15 mo leaseavailable oct 04 — oct 06"
2021-07-07,"calabasas","finish package iiapartment 001-03g2 bedrooms • 2 baths • 950 sqft$3,051 $2,996 w / 15 mo leaseavailable aug 11 — aug 13"
2021-07-07,"calabasas","finish package iiapartment 001-05g2 bedrooms • 2 baths • 950 sqft$3,148 $3,031 w / 15 mo leaseavailable aug 12 — aug 14"
2021-07-07,"calabasas","finish package iiapartment 001-16i2 bedrooms • 2 baths • 925 sqft$3,051 w / 15 mo leaseavailable sep 23 — sep 25"
2021-07-07,"calabasas","finish package iiapartment 002-39j2 bedrooms • 2 baths • 1109 sqft$3,280 w / 15 mo leaseavailable aug 08 — aug 10"
2021-07-07,"calabasas","finish package iiapartment 001-03i2 bedrooms • 2 baths • 950 sqft$3,597 w / 15 mo leaseavailable jul 22 — jul 26"
2021-07-07,"calabasas","finish package iiapartment 001-14a2 bedrooms • 2 baths • 925 sqft$3,676 $3,621 w / 15 mo leaseavailable jul 20 — jul 24"
2021-07-07,"calabasas","finish package iiapartment 001-17a2 bedrooms • 2 baths • 950 sqft$3,753 w / 15 mo leaseavailable jul 08 — jul 12"
2021-07-07,"east norwalk","apartment 004-3462 bedrooms • 2 baths • 1085 sqft$3,145 w / 15 mo leaseavailable jul 31 — aug 01"
2021-07-07,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$3,150 w / 14 mo leaseavailable sep 27 — sep 28"
2021-07-07,"east norwalk","apartment 001-3052 bedrooms • 2 baths • 1079 sqft$3,150 w / 15 mo leaseavailable aug 11 — aug 12"
