"as_of_date","location","listings"
2021-05-27,"calabasas","finish package iapartment 001-01p2 bedrooms • 2 baths • 925 sqft$2,482 w / 14 mo leaseavailable may 28 — jun 01"
2021-05-27,"calabasas","finish package iapartment 002-38o2 bedrooms • 2 baths • 950 sqft$2,517 w / 13 mo leaseavailable jul 23 — jul 25"
2021-05-27,"calabasas","classic schemeapartment 002-36i2 bedrooms • 2 baths • 950 sqft$2,598 w / 13 mo leaseavailable jun 29 — jul 01"
2021-05-27,"calabasas","finish package iapartment 001-23i2 bedrooms • 2 baths • 925 sqft$2,656 w / 13 mo leaseavailable jul 01 — jul 03"
2021-05-27,"calabasas","finish package iapartment 001-10o2 bedrooms • 2 baths • 950 sqft$2,677 w / 13 mo leaseavailable jun 16 — jun 18"
2021-05-27,"calabasas","finish package iapartment 001-07a2 bedrooms • 2 baths • 950 sqft$2,677 w / 13 mo leaseavailable jun 18 — jun 20"
2021-05-27,"calabasas","finish package iapartment 001-06a2 bedrooms • 2 baths • 950 sqft$2,700 w / 14 mo leaseavailable may 28 — jun 01"
2021-05-27,"calabasas","finish package iiapartment 002-29o2 bedrooms • 2 baths • 950 sqft$2,814 w / 13 mo leaseavailable jun 26 — jun 28"
2021-05-27,"calabasas","classic schemeapartment 002-40g2 bedrooms • 2 baths • 950 sqft$2,851 w / 13 mo leaseavailable jul 13 — jul 15"
2021-05-27,"calabasas","finish package iiapartment 001-01h2 bedrooms • 2 baths • 925 sqft$2,856 w / 13 mo leaseavailable jun 29 — jul 01"
2021-05-27,"calabasas","finish package iapartment 001-18b2 bedrooms • 2 baths • 1109 sqft$2,908 w / 13 mo leaseavailable jun 30 — jul 02"
2021-05-27,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$2,974 w / 14 mo leaseavailable may 28 — jun 01"
2021-05-27,"calabasas","finish package iiapartment 001-16i2 bedrooms • 2 baths • 925 sqft$2,978 w / 13 mo leaseavailable jul 08 — jul 10"
2021-05-27,"calabasas","finish package iiapartment 001-19b2 bedrooms • 2 baths • 950 sqft$3,031 w / 15 mo leaseavailable aug 10 — aug 12"
2021-05-27,"calabasas","finish package iiapartment 001-05p2 bedrooms • 2 baths • 950 sqft$3,115 $3,071 w / 14 mo leaseavailable may 28 — jun 01"
2021-05-27,"calabasas","finish package iiapartment 001-17a2 bedrooms • 2 baths • 950 sqft$3,128 w / 13 mo leaseavailable jun 14 — jun 16"
2021-05-27,"calabasas","finish package iiapartment 001-11h2 bedrooms • 2 baths • 1109 sqft$3,238 w / 13 mo leaseavailable jun 29 — jul 01"
2021-05-27,"east norwalk","apartment 001-3052 bedrooms • 2 baths • 1079 sqft$2,970 w / 15 mo leaseavailable aug 11 — aug 12"
2021-05-27,"east norwalk","apartment 004-4452 bedrooms • 2 baths • 1288 sqft$3,230 w / 15 mo leaseavailable jul 05 — jul 06"
