"as_of_date","location","listings"
2021-12-10,"calabasas","classic schemeapartment 001-17b2 bedrooms • 2 baths • 950 sqft$2,878 w / 15 mo leaseavailable jan 06 — jan 08"
2021-12-10,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,944 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$2,954 w / 15 mo leaseavailable dec 30 — jan 01"
2021-12-10,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,219 $3,069 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,228 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,265 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,302 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iiapartment 002-37j2 bedrooms • 2 baths • 1109 sqft$3,456 w / 15 mo leaseavailable dec 28 — dec 30"
2021-12-10,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,527 $3,479 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,504 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,546 w / 14 mo leaseavailable dec 10 — dec 14"
2021-12-10,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,615 w / 6 mo leaseavailable dec 24 — dec 26"
2021-12-10,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,720 $2,628 w / 18 mo leaseavailable dec 31 — jan 02"
2021-12-10,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,675 w / 17 mo leaseavailable feb 11 — feb 12"
2021-12-10,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,710 w / 18 mo leaseavailable jan 14 — jan 15"
2021-12-10,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,715 w / 6 mo leaseavailable dec 22 — dec 23"
2021-12-10,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,840 $2,825 w / 19 mo leaseavailable dec 10 — dec 12"
2021-12-10,"east norwalk","apartment 001-2012 bedrooms • 2 baths • 1306 sqft$2,910 w / 18 mo leaseavailable jan 13 — jan 14"
