"as_of_date","location","listings"
2021-12-18,"calabasas","classic schemeapartment 001-17b2 bedrooms • 2 baths • 950 sqft$2,933 w / 15 mo leaseavailable jan 06 — jan 08"
2021-12-18,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$3,014 w / 15 mo leaseavailable dec 18 — dec 22"
2021-12-18,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,014 w / 15 mo leaseavailable dec 30 — jan 03"
2021-12-18,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,283 w / 14 mo leaseavailable dec 18 — dec 22"
2021-12-18,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,335 w / 14 mo leaseavailable dec 18 — dec 22"
2021-12-18,"calabasas","finish package iiapartment 002-37j2 bedrooms • 2 baths • 1109 sqft$3,521 w / 15 mo leaseavailable dec 28 — dec 30"
2021-12-18,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,597 $3,548 w / 14 mo leaseavailable dec 18 — dec 22"
2021-12-18,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,574 w / 14 mo leaseavailable dec 18 — dec 22"
2021-12-18,"calabasas","finish package iiapartment 002-26p2 bedrooms • 2 baths • 1109 sqft$3,692 w / 15 mo leaseavailable jan 17 — jan 19"
2021-12-18,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,685 w / 19 mo leaseavailable dec 24 — dec 26"
2021-12-18,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,800 $2,695 w / 18 mo leaseavailable dec 31 — jan 02"
2021-12-18,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,755 w / 17 mo leaseavailable feb 11 — feb 12"
2021-12-18,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,790 w / 18 mo leaseavailable jan 14 — jan 15"
2021-12-18,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,855 w / 15 mo leaseavailable mar 30 — mar 31"
2021-12-18,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,910 $2,895 w / 19 mo leaseavailable dec 18 — dec 20"
