"as_of_date","location","listings"
2021-08-12,"calabasas","finish package iapartment 002-34g2 bedrooms • 2 baths • 950 sqft$3,026 w / 15 mo leaseavailable nov 01 — nov 03"
2021-08-12,"calabasas","finish package iapartment 002-30h2 bedrooms • 2 baths • 925 sqft$3,102 w / 15 mo leaseavailable aug 17 — aug 21"
2021-08-12,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$3,131 w / 15 mo leaseavailable oct 05 — oct 07"
2021-08-12,"calabasas","classic schemeapartment 001-05b2 bedrooms • 2 baths • 950 sqft$3,150 w / 15 mo leaseavailable sep 06 — sep 08"
2021-08-12,"calabasas","finish package iapartment 001-10p2 bedrooms • 2 baths • 950 sqft$3,164 w / 15 mo leaseavailable sep 03 — sep 05"
2021-08-12,"calabasas","finish package iapartment 001-02g2 bedrooms • 2 baths • 950 sqft$3,204 w / 15 mo leaseavailable aug 30 — sep 01"
2021-08-12,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$3,204 w / 15 mo leaseavailable sep 15 — sep 17"
2021-08-12,"calabasas","finish package iiapartment 001-08i2 bedrooms • 2 baths • 950 sqft$3,291 w / 15 mo leaseavailable sep 06 — sep 08"
2021-08-12,"calabasas","finish package iiapartment 001-07b2 bedrooms • 2 baths • 950 sqft$3,372 w / 15 mo leaseavailable aug 31 — sep 02"
2021-08-12,"calabasas","finish package iiapartment 001-16i2 bedrooms • 2 baths • 925 sqft$3,376 w / 15 mo leaseavailable sep 27 — sep 29"
2021-08-12,"calabasas","classic schemeapartment 002-37b2 bedrooms • 2 baths • 950 sqft$3,471 w / 15 mo leaseavailable sep 24 — sep 26"
2021-08-12,"calabasas","finish package iiapartment 002-38g2 bedrooms • 2 baths • 950 sqft$3,616 w / 15 mo leaseavailable aug 19 — aug 23"
2021-08-12,"calabasas","finish package iiapartment 002-29h2 bedrooms • 2 baths • 1109 sqft$3,733 w / 15 mo leaseavailable sep 16 — sep 18"
2021-08-12,"calabasas","finish package iiapartment 001-20b2 bedrooms • 2 baths • 1313 sqft$4,042 w / 15 mo leaseavailable sep 20 — sep 22"
2021-08-12,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,955 w / 15 mo leaseavailable sep 10 — sep 11"
2021-08-12,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,985 w / 15 mo leaseavailable sep 11 — sep 12"
2021-08-12,"east norwalk","apartment 004-4452 bedrooms • 2 baths • 1288 sqft$3,075 w / 15 mo leaseavailable aug 13 — aug 15"
2021-08-12,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$3,125 w / 15 mo leaseavailable sep 25 — sep 26"
2021-08-12,"east norwalk","apartment 005-4602 bedrooms • 2 baths • 1297 sqft$3,320 w / 15 mo leaseavailable sep 29 — sep 30"
