"as_of_date","location","listings"
2021-10-27,"calabasas","finish package iapartment 001-08o2 bedrooms • 2 baths • 950 sqft$2,890 w / 14 mo leaseavailable dec 17 — dec 19"
2021-10-27,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$2,936 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$3,014 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$3,089 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,137 w / 15 mo leaseavailable nov 10 — nov 12"
2021-10-27,"calabasas","finish package iiapartment 001-02j2 bedrooms • 2 baths • 950 sqft$3,162 w / 14 mo leaseavailable dec 14 — dec 16"
2021-10-27,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,187 w / 14 mo leaseavailable dec 09 — dec 11"
2021-10-27,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,244 w / 15 mo leaseavailable nov 08 — nov 10"
2021-10-27,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,295 w / 14 mo leaseavailable dec 06 — dec 08"
2021-10-27,"calabasas","finish package iapartment 001-18j2 bedrooms • 2 baths • 1109 sqft$3,322 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,372 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iiapartment 002-37b2 bedrooms • 2 baths • 1109 sqft$3,496 w / 15 mo leaseavailable nov 08 — nov 12"
2021-10-27,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,534 w / 14 mo leaseavailable dec 01 — dec 03"
2021-10-27,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,568 w / 15 mo leaseavailable oct 28 — nov 01"
2021-10-27,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,576 w / 15 mo leaseavailable nov 22 — nov 24"
2021-10-27,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,680 $2,580 w / 21 mo leaseavailable oct 28 — oct 30"
2021-10-27,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,710 $2,618 w / 21 mo leaseavailable oct 28 — oct 30"
2021-10-27,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,735 $2,635 w / 19 mo leaseavailable dec 15 — dec 17"
2021-10-27,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,780 $2,688 w / 18 mo leaseavailable dec 31 — jan 02"
2021-10-27,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,820 w / 19 mo leaseavailable dec 08 — dec 09"
2021-10-27,"east norwalk","apartment 005-1612 bedrooms • 2 baths • 1085 sqft$2,820 w / 20 mo leaseavailable nov 18 — nov 19"
2021-10-27,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,830 w / 20 mo leaseavailable nov 10 — nov 11"
2021-10-27,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,830 w / 20 mo leaseavailable nov 20 — nov 21"
2021-10-27,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,880 w / 19 mo leaseavailable dec 18 — dec 19"
2021-10-27,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,905 w / 21 mo leaseavailable oct 28 — oct 30"
2021-10-27,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,955 w / 7 mo leaseavailable nov 25 — nov 26"
2021-10-27,"east norwalk","apartment 005-4532 bedrooms • 2 baths • 1297 sqft$2,960 w / 21 mo leaseavailable oct 28 — oct 30"
