"as_of_date","location","listings"
2021-10-22,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$2,896 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,974 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$3,054 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,117 w / 15 mo leaseavailable nov 10 — nov 12"
2021-10-22,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,172 w / 14 mo leaseavailable dec 09 — dec 11"
2021-10-22,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,224 w / 15 mo leaseavailable nov 08 — nov 10"
2021-10-22,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,280 w / 14 mo leaseavailable dec 06 — dec 08"
2021-10-22,"calabasas","finish package iapartment 001-18j2 bedrooms • 2 baths • 1109 sqft$3,282 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,332 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iiapartment 002-37b2 bedrooms • 2 baths • 1109 sqft$3,476 w / 15 mo leaseavailable nov 08 — nov 12"
2021-10-22,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,532 $3,480 w / 15 mo leaseavailable nov 15 — nov 17"
2021-10-22,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,519 w / 14 mo leaseavailable dec 01 — dec 03"
2021-10-22,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,533 w / 15 mo leaseavailable oct 23 — oct 27"
2021-10-22,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,551 w / 15 mo leaseavailable nov 22 — nov 24"
2021-10-22,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,530 $2,430 w / 21 mo leaseavailable oct 23 — oct 25"
2021-10-22,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,575 $2,475 w / 21 mo leaseavailable oct 23 — oct 25"
2021-10-22,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,605 $2,516 w / 21 mo leaseavailable oct 23 — oct 25"
2021-10-22,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,750 $2,661 w / 18 mo leaseavailable dec 31 — jan 02"
2021-10-22,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,790 w / 19 mo leaseavailable dec 10 — dec 11"
2021-10-22,"east norwalk","apartment 005-1612 bedrooms • 2 baths • 1085 sqft$2,790 w / 20 mo leaseavailable nov 18 — nov 19"
2021-10-22,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,800 w / 20 mo leaseavailable nov 10 — nov 11"
2021-10-22,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,800 w / 20 mo leaseavailable nov 20 — nov 21"
2021-10-22,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,800 w / 21 mo leaseavailable oct 23 — oct 25"
2021-10-22,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,850 w / 19 mo leaseavailable dec 18 — dec 19"
2021-10-22,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,955 w / 7 mo leaseavailable nov 25 — nov 26"
