"as_of_date","location","listings"
2021-05-18,"calabasas","finish package iapartment 002-38o2 bedrooms • 2 baths • 950 sqft$2,497 w / 12 mo leaseavailable jul 15 — jul 17"
2021-05-18,"calabasas","finish package iapartment 001-01p2 bedrooms • 2 baths • 925 sqft$2,502 w / 14 mo leaseavailable may 19 — may 23"
2021-05-18,"calabasas","finish package iapartment 001-10b2 bedrooms • 2 baths • 950 sqft$2,567 w / 13 mo leaseavailable jun 17 — jun 19"
2021-05-18,"calabasas","classic schemeapartment 002-36i2 bedrooms • 2 baths • 950 sqft$2,578 w / 13 mo leaseavailable jun 18 — jun 20"
2021-05-18,"calabasas","finish package iapartment 001-12h2 bedrooms • 2 baths • 950 sqft$2,604 w / 13 mo leaseavailable jun 22 — jun 24"
2021-05-18,"calabasas","finish package iapartment 001-07j2 bedrooms • 2 baths • 950 sqft$2,630 w / 14 mo leaseavailable may 19 — may 23"
2021-05-18,"calabasas","finish package iapartment 001-07a2 bedrooms • 2 baths • 950 sqft$2,697 w / 13 mo leaseavailable jun 16 — jun 18"
2021-05-18,"calabasas","finish package iiapartment 001-12i2 bedrooms • 2 baths • 950 sqft$2,700 w / 14 mo leaseavailable may 24 — may 28"
2021-05-18,"calabasas","finish package iiapartment 002-29o2 bedrooms • 2 baths • 950 sqft$2,719 w / 13 mo leaseavailable jun 26 — jun 28"
2021-05-18,"calabasas","finish package iapartment 001-06a2 bedrooms • 2 baths • 950 sqft$2,720 w / 14 mo leaseavailable may 19 — may 23"
2021-05-18,"calabasas","finish package iiapartment 002-37i2 bedrooms • 2 baths • 950 sqft$2,721 w / 13 mo leaseavailable jun 15 — jun 17"
2021-05-18,"calabasas","classic schemeapartment 002-40g2 bedrooms • 2 baths • 950 sqft$2,726 w / 12 mo leaseavailable jul 13 — jul 15"
2021-05-18,"calabasas","finish package iiapartment 001-11o2 bedrooms • 2 baths • 950 sqft$2,796 w / 13 mo leaseavailable jun 16 — jun 18"
2021-05-18,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$2,817 w / 14 mo leaseavailable may 19 — may 23"
2021-05-18,"calabasas","finish package iiapartment 001-19b2 bedrooms • 2 baths • 950 sqft$2,846 w / 12 mo leaseavailable jul 12 — jul 14"
2021-05-18,"calabasas","finish package iiapartment 001-16i2 bedrooms • 2 baths • 925 sqft$2,848 w / 12 mo leaseavailable jul 10 — jul 12"
2021-05-18,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$2,879 w / 14 mo leaseavailable may 27 — may 31"
2021-05-18,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$2,942 w / 14 mo leaseavailable may 25 — may 29"
2021-05-18,"calabasas","finish package iiapartment 001-05p2 bedrooms • 2 baths • 950 sqft$3,020 $2,977 w / 14 mo leaseavailable may 19 — may 23"
2021-05-18,"calabasas","finish package iiapartment 001-17a2 bedrooms • 2 baths • 950 sqft$3,033 w / 13 mo leaseavailable jun 10 — jun 12"
2021-05-18,"calabasas","finish package iiapartment 002-37j2 bedrooms • 2 baths • 1109 sqft$3,116 w / 13 mo leaseavailable jun 14 — jun 16"
2021-05-18,"east norwalk","apartment 001-3052 bedrooms • 2 baths • 1079 sqft$2,890 w / 15 mo leaseavailable aug 11 — aug 12"
2021-05-18,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,910 w / 13 mo leaseavailable jun 25 — jun 26"
